Facility_ID,Restaurant_Name,Inspection_Date,Process_Description,Geocode,Street,City,Zip_Code,Score,Latitude,Longitude,Area,Status,Letter_Grade,Area_NE Austin,Area_NW Austin,Area_SE Austin,Area_SW Austin,Status_Pass,Grade_B,Grade_C,Grade_F,Pristine
11230438,Marias Mexican Restaurant,2015-05-01,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,96,30.4155528897,-97.6747738077,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10001837,Bombay Express,2015-05-01,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,90,30.4155528897,-97.6747738077,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2802498,Chick-Fil-A,2015-05-01,Routine Inspection,"12901 N IH, AUSTIN, TX 78753",12901 N IH,AUSTIN,78753,89,30.4136762945,-97.6722559231,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2804085,Walgreens # 09679,2015-05-01,Routine Inspection,"12601 TECH RIDGE BLVD, AUSTIN, TX 78753",12601 TECH RIDGE BLVD,AUSTIN,78753,97,30.4001512915,-97.6585235542,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2801466,Orangewood Inn & Suites,2015-04-30,Routine Inspection,"9121 N IH, AUSTIN, TX 78753",9121 N IH,AUSTIN,78753,100,30.3557977326,-97.6888051055,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10781392,La Mojarra Feliz Ostioneria,2015-04-30,Routine Inspection,"8624 N LAMAR BLVD, AUSTIN, TX 78753",8624 N LAMAR BLVD,AUSTIN,78753,79,30.3553465814,-97.7035740005,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10002121,TC Noodle House,2015-04-30,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,87,30.3783047275,-97.6877386306,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10090358,Dell Dining PS2,2015-04-29,Routine Inspection,"701 E PARMER LN, AUSTIN, TX 78753",701 E PARMER LN,AUSTIN,78753,100,30.4020717756,-97.6624145797,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10651320,Pollo Borracho,2015-04-29,Routine Inspection,"9717 N LAMAR BLVD, AUSTIN, TX 78753",9717 N LAMAR BLVD,AUSTIN,78753,77,30.3658352846,-97.6945410523,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2802658,AFC Sushi # Dell PS 2,2015-04-29,Routine Inspection,"701 E PARMER LN, AUSTIN, TX 78753",701 E PARMER LN,AUSTIN,78753,95,30.4020717756,-97.6624145797,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10789876,Jack in the Box #825,2015-04-29,Routine Inspection,"814 E RUNDBERG LN, AUSTIN, TX 78753",814 E RUNDBERG LN,AUSTIN,78753,96,30.3578625412,-97.6866203137,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2804009,CVS Pharmacy #7442,2015-04-28,Routine Inspection,"11300 N LAMAR BLVD, AUSTIN, TX 78753",11300 N LAMAR BLVD,AUSTIN,78753,100,30.3826900443,-97.6866835295,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2800159,Dairy Queen,2015-04-28,Routine Inspection,"8728 N LAMAR BLVD, AUSTIN, TX 78753",8728 N LAMAR BLVD,AUSTIN,78753,97,30.3563524554,-97.7021955369,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11141385,Los Jarochos Mexican Food,2015-04-28,Routine Inspection,"13609 N IH, AUSTIN, TX 78753",13609 N IH,AUSTIN,78753,89,30.4226038688,-97.6702299649,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2801922,Chili's,2015-04-28,Routine Inspection,"12901 N IH, AUSTIN, TX 78753",12901 N IH,AUSTIN,78753,94,30.4136762945,-97.6722559231,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10134174,Little Caesars,2015-04-28,Routine Inspection,"1030 NORWOOD PARK BLVD, AUSTIN, TX 78753",1030 NORWOOD PARK BLVD,AUSTIN,78753,82,30.3391586368,-97.6911691927,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10861115,BabyG's Snack Bar,2015-04-27,Routine Inspection,"900 E BRAKER LN, AUSTIN, TX 78753",900 E BRAKER LN,AUSTIN,78753,96,30.3768638825,-97.6733633335,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10936903,Glorieta Y Taqueria,2015-04-27,Routine Inspection,"8610 N LAMAR BLVD, AUSTIN, TX 78753",8610 N LAMAR BLVD,AUSTIN,78753,80,30.3551611297,-97.7036504144,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10160508,Niki's Pizza,2015-04-24,Routine Inspection,"1100 CENTER RIDGE DR, AUSTIN, TX 78753",1100 CENTER RIDGE DR,AUSTIN,78753,89,30.4180465191,-97.6712409015,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2803661,Walgreens,2015-04-23,Routine Inspection,"9307 N LAMAR BLVD, AUSTIN, TX 78753",9307 N LAMAR BLVD,AUSTIN,78753,100,30.3620327832,-97.6971369649,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10683940,KP Indian Grocery,2015-04-22,Routine Inspection,"1212 W PARMER LN, AUSTIN, TX 78753",1212 W PARMER LN,AUSTIN,78753,89,30.4087586589,-97.6802818398,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2804032,La Michoacana Meat Market,2015-04-22,Routine Inspection,"9308 N LAMAR BLVD, AUSTIN, TX 78753",9308 N LAMAR BLVD,AUSTIN,78753,85,30.362606289,-97.6981507376,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2803754,La Hacienda Market,2015-04-22,Routine Inspection,"9717 N LAMAR BLVD, AUSTIN, TX 78753",9717 N LAMAR BLVD,AUSTIN,78753,94,30.3658352846,-97.6945410523,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2801320,La Hacienda Mkt Taqueria,2015-04-22,Routine Inspection,"9717 N LAMAR BLVD, AUSTIN, TX 78753",9717 N LAMAR BLVD,AUSTIN,78753,83,30.3658352846,-97.6945410523,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11186468,Sabe Fruteria,2015-04-22,Routine Inspection,"707 E BRAKER LN, AUSTIN, TX 78753",707 E BRAKER LN,AUSTIN,78753,86,30.3767463521,-97.677630851,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2801286,Vasquez Tacos,2015-04-21,Routine Inspection,"915 E BRAKER LN, AUSTIN, TX 78753",915 E BRAKER LN,AUSTIN,78753,100,30.3753527276,-97.6728780301,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10935507,Tropical Market,2015-04-21,Routine Inspection,"10805 N LAMAR BLVD, AUSTIN, TX 78753",10805 N LAMAR BLVD,AUSTIN,78753,100,30.3768230247,-97.6889294375,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2800472,Sonic Drive In,2015-04-21,Routine Inspection,"9325 N LAMAR BLVD, AUSTIN, TX 78753",9325 N LAMAR BLVD,AUSTIN,78753,84,30.3625801054,-97.6966092373,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10184409,Gus Garcia Recreation Center,2015-04-20,Routine Inspection,"1201 E RUNDBERG LN, AUSTIN, TX 78753",1201 E RUNDBERG LN,AUSTIN,78753,97,30.3538268082,-97.6816590193,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10727281,Monte Carlo Market,2015-04-20,Routine Inspection,"408 E RUNDBERG LN, AUSTIN, TX 78753",408 E RUNDBERG LN,AUSTIN,78753,73,30.359882485,-97.6903533097,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10091552,Einstein Bros. Bagels #3462,2015-04-20,Routine Inspection,"12400 N IH, AUSTIN, TX 78753",12400 N IH,AUSTIN,78753,84,30.4029599499,-97.6753523327,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11066724,Taco Bell #030157,2015-04-17,Routine Inspection,"1016 E ANDERSON LN, AUSTIN, TX 78753",1016 E ANDERSON LN,AUSTIN,78753,94,30.337187111,-97.6942648105,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10880438,Chang Thai Thai Cuisine,2015-04-14,1st Follow Up to Routine of 50 - 69,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,78,30.4155528897,-97.6747738077,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2804117,Hang Fung Ginseng,2015-04-14,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,96,30.3783047275,-97.6877386306,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11216974,Nono's Tacos,2015-04-14,Routine Inspection,"102 W POWELL LN, AUSTIN, TX 78753",102 W POWELL LN,AUSTIN,78753,84,30.3480202962,-97.7033408622,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10293083,Ho Ho Chinese BBQ,2015-04-13,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,77,30.4155528897,-97.6747738077,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10053469,Residence Inn Parmer Lane,2015-04-10,Routine Inspection,"12401 N LAMAR BLVD, AUSTIN, TX 78753",12401 N LAMAR BLVD,AUSTIN,78753,95,30.4065347452,-97.677480965,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11096280,Taco Bell #030263,2015-04-10,Routine Inspection,"1548 E PARMER LN, AUSTIN, TX 78753",1548 E PARMER LN,AUSTIN,78753,97,30.3888699092,-97.6507419085,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10314266,Pho King,2015-04-10,Routine Inspection,"1021 E PARMER LN, AUSTIN, TX 78753",1021 E PARMER LN,AUSTIN,78753,84,30.3986590528,-97.6551863773,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10894559,Fresh Cup Frozen Yogurt,2015-04-09,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,94,30.4155528897,-97.6747738077,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10968460,Tortilleria El Taquito,2015-04-06,Routine Inspection,"8610 N LAMAR BLVD, AUSTIN, TX 78753",8610 N LAMAR BLVD,AUSTIN,78753,95,30.3551611297,-97.7036504144,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10004379,Schlotzsky's,2015-04-06,Routine Inspection,"500 CANYON RIDGE DR, AUSTIN, TX 78753",500 CANYON RIDGE DR,AUSTIN,78753,85,30.405272528,-97.6718973773,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10289822,Taqueria Guadalajara,2015-04-03,Routine Inspection,"10601 N LAMAR BLVD, AUSTIN, TX 78753",10601 N LAMAR BLVD,AUSTIN,78753,90,30.374553305,-97.6899654961,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2804104,Afri Carib Market,2015-04-03,Routine Inspection,"825 E RUNDBERG LN, AUSTIN, TX 78753",825 E RUNDBERG LN,AUSTIN,78753,96,30.3564463822,-97.6868531126,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11201930,La Frontera Bar,2015-04-01,Routine Inspection,"10503 N LAMAR BLVD, AUSTIN, TX 78753",10503 N LAMAR BLVD,AUSTIN,78753,93,30.3738202282,-97.6905613193,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10275866,Baguette House & Cafe,2015-04-01,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,77,30.3783047275,-97.6877386306,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10497880,Rawshe Hookah Cafe,2015-04-01,Routine Inspection,"11331 N LAMAR BLVD, AUSTIN, TX 78753",11331 N LAMAR BLVD,AUSTIN,78753,90,30.3821907593,-97.6848321915,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10902522,Juice Spot,2015-03-31,Routine Inspection,"12400 N IH, AUSTIN, TX 78753",12400 N IH,AUSTIN,78753,97,30.4029599499,-97.6753523327,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10802811,Red Robin Restaurant,2015-03-31,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,93,30.4155528897,-97.6747738077,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2800115,VFW #8787,2015-03-31,Routine Inspection,"500 VFW RD, AUSTIN, TX 78753",500 VFW RD,AUSTIN,78753,73,30.3920513654,-97.6680347242,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
11145949,Legend Oaks Healthcare & Rehabilitation-N. Austin,2015-03-31,Routine Inspection,"11020 DESSAU RD, AUSTIN, TX 78753",11020 DESSAU RD,AUSTIN,78753,85,30.3695032862,-97.6683147392,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10880438,Chang Thai Thai Cuisine,2015-03-30,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,69,30.4155528897,-97.6747738077,NE Austin,Fail,F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2801985,McDonalds #25451,2015-03-30,Routine Inspection,"13611 1, AUSTIN, TX 78753",13611 1,AUSTIN,78753,88,30.4229140626,-97.6711460752,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10067123,Masala Wok,2015-03-27,Routine Inspection,"1100 CENTER RIDGE DR, AUSTIN, TX 78753",1100 CENTER RIDGE DR,AUSTIN,78753,77,30.4180465191,-97.6712409015,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2801342,Swad Restaurant,2015-03-26,Routine Inspection,"9515 N LAMAR BLVD, AUSTIN, TX 78753",9515 N LAMAR BLVD,AUSTIN,78753,81,30.3644339787,-97.6946087351,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11061918,Shell,2015-03-24,Routine Inspection,"9400 N IH, AUSTIN, TX 78753",9400 N IH,AUSTIN,78753,87,30.358949376,-97.6887169787,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2800735,Braker Lane Christian Learning,2015-03-24,Routine Inspection,"11300 HUNTERS LN, AUSTIN, TX 78753",11300 HUNTERS LN,AUSTIN,78753,95,30.3800311535,-97.6827229874,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10034421,Pizza Hut,2015-03-23,Routine Inspection,"1015 E BRAKER LN, AUSTIN, TX 78753",1015 E BRAKER LN,AUSTIN,78753,92,30.3746842657,-97.6718197397,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10003981,Chuy's North Lamar,2015-03-23,Routine Inspection,"10520 N LAMAR BLVD, AUSTIN, TX 78753",10520 N LAMAR BLVD,AUSTIN,78753,82,30.375177627,-97.6906319717,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11037284,Golden Chick,2015-03-20,Routine Inspection,"9600 N LAMAR BLVD, AUSTIN, TX 78753",9600 N LAMAR BLVD,AUSTIN,78753,86,30.3656766271,-97.6959203602,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10571107,"French Quarter Grille, The",2015-03-20,Routine Inspection,"13000 N IH, AUSTIN, TX 78753",13000 N IH,AUSTIN,78753,78,30.4155528897,-97.6747738077,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10780666,Courtyard by Marriott,2015-03-19,Routine Inspection,"12330 N IH, AUSTIN, TX 78753",12330 N IH,AUSTIN,78753,92,30.4011145479,-97.675170185,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11064474,Mariscos Los Jarochos,2015-03-19,Routine Inspection,"9200 N LAMAR BLVD, AUSTIN, TX 78753",9200 N LAMAR BLVD,AUSTIN,78753,84,30.3614230535,-97.698256806,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10384742,Subway,2015-03-18,Routine Inspection,"900 E BRAKER LN, AUSTIN, TX 78753",900 E BRAKER LN,AUSTIN,78753,81,30.3768638825,-97.6733633335,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11241712,Yodle Cafe,2015-03-18,Routine Inspection,"12234 N IH, AUSTIN, TX 78753",12234 N IH,AUSTIN,78753,91,30.3961565951,-97.6742650659,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10656649,Duy Vietnamese Restaurant,2015-03-17,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,83,30.3783047275,-97.6877386306,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10125812,Hilton Garden Inn North Austin,2015-03-17,Routine Inspection,"12400 N IH, AUSTIN, TX 78753",12400 N IH,AUSTIN,78753,81,30.4029599499,-97.6753523327,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10001056,Pho Saigon,2015-03-17,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,74,30.3783047275,-97.6877386306,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10575137,Little Caesar's,2015-03-17,Routine Inspection,"9411 N LAMAR BLVD, AUSTIN, TX 78753",9411 N LAMAR BLVD,AUSTIN,78753,88,30.3631120345,-97.6954592356,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10631961,La Tropicana La Fe,2015-03-16,Routine Inspection,"9429 N IH, AUSTIN, TX 78753",9429 N IH,AUSTIN,78753,92,30.3583811044,-97.6865641928,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2800088,Whataburger #481,2015-03-16,Routine Inspection,"11135 N IH, AUSTIN, TX 78753",11135 N IH,AUSTIN,78753,87,30.3754618715,-97.6761874908,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2801942,Panda Express # 707,2015-03-16,Routine Inspection,"500 CANYON RIDGE DR, AUSTIN, TX 78753",500 CANYON RIDGE DR,AUSTIN,78753,100,30.405272528,-97.6718973773,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10001446,MT Supermarket - Meat/Seafood,2015-03-16,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,97,30.3783047275,-97.6877386306,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2804055,MT Supermarket,2015-03-16,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,71,30.3783047275,-97.6877386306,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2802053,Spring Hill Suites,2015-03-13,Routine Inspection,"12520 N IH, AUSTIN, TX 78753",12520 N IH,AUSTIN,78753,86,30.4062996442,-97.6763145224,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10355374,Maui Wowi,2015-03-12,Routine Inspection,"500 CANYON RIDGE DR, AUSTIN, TX 78753",500 CANYON RIDGE DR,AUSTIN,78753,89,30.405272528,-97.6718973773,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10769105,Viva Meat Market,2015-03-12,Routine Inspection,"8610 N LAMAR BLVD, AUSTIN, TX 78753",8610 N LAMAR BLVD,AUSTIN,78753,87,30.3551611297,-97.7036504144,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11066396,Taco Bell,2015-03-11,Routine Inspection,"9504 N LAMAR BLVD, AUSTIN, TX 78753",9504 N LAMAR BLVD,AUSTIN,78753,94,30.3648005735,-97.6966532015,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10044643,Pho Dan,2015-03-10,Routine Inspection,"11220 N LAMAR BLVD, AUSTIN, TX 78753",11220 N LAMAR BLVD,AUSTIN,78753,72,30.3818969582,-97.6866362975,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10531579,Donut 4U,2015-03-09,Routine Inspection,"1425 E RUNDBERG LN, AUSTIN, TX 78753",1425 E RUNDBERG LN,AUSTIN,78753,93,30.3506087709,-97.6764064093,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10796431,Los Potrillos Restaurant,2015-03-09,Routine Inspection,"9120 N IH, AUSTIN, TX 78753",9120 N IH,AUSTIN,78753,90,30.3568634265,-97.6899430607,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10002411,First Chinese BBQ,2015-03-05,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,83,30.3783047275,-97.6877386306,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11089197,Kwik Stop,2015-03-05,Routine Inspection,"11331 N LAMAR BLVD, AUSTIN, TX 78753",11331 N LAMAR BLVD,AUSTIN,78753,81,30.3821907593,-97.6848321915,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10691985,My Ft Foods,2015-03-05,Routine Inspection,"500 CANYON RIDGE DR, AUSTIN, TX 78753",500 CANYON RIDGE DR,AUSTIN,78753,94,30.405272528,-97.6718973773,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10008754,Taqueria Guadalajara,2015-03-04,Routine Inspection,"9207 N LAMAR BLVD, AUSTIN, TX 78753",9207 N LAMAR BLVD,AUSTIN,78753,79,30.3612355905,-97.6974325541,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2800007,Whataburger #132,2015-03-04,Routine Inspection,"9516 N LAMAR BLVD, AUSTIN, TX 78753",9516 N LAMAR BLVD,AUSTIN,78753,90,30.3653338481,-97.6962373954,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10892489,Los Cocodrilos Bar,2015-03-03,Routine Inspection,"9601 N IH, AUSTIN, TX 78753",9601 N IH,AUSTIN,78753,87,30.3603981793,-97.6859567863,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10093822,Fresh Tofu Food to Go,2015-03-03,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,74,30.3783047275,-97.6877386306,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10002574,Mom's Grocery,2015-03-02,Routine Inspection,"1425 E RUNDBERG LN, AUSTIN, TX 78753",1425 E RUNDBERG LN,AUSTIN,78753,88,30.3506087709,-97.6764064093,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10059597,Thanh Nhi Vietnamese Restaurant and Sandwich,2015-03-02,Routine Inspection,"9200 N LAMAR BLVD, AUSTIN, TX 78753",9200 N LAMAR BLVD,AUSTIN,78753,88,30.3614230535,-97.698256806,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2801690,Maudie's North Lamar,2015-03-02,Routine Inspection,"10205 N LAMAR BLVD, AUSTIN, TX 78753",10205 N LAMAR BLVD,AUSTIN,78753,89,30.3720138349,-97.6913919228,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10484298,John B. Connally H.S. Football Stadium Concession,2015-02-27,Routine Inspection,"13212 N LAMAR BLVD, AUSTIN, TX 78753",13212 N LAMAR BLVD,AUSTIN,78753,100,30.4176568105,-97.6759530663,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10159246,Korean Grill,2015-02-25,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,72,30.3783047275,-97.6877386306,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
11159907,Bambu Desserts and Drinks,2015-02-25,Routine Inspection,"10901 N LAMAR BLVD, AUSTIN, TX 78753",10901 N LAMAR BLVD,AUSTIN,78753,97,30.3783047275,-97.6877386306,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10905057,Daawat,2015-02-25,Routine Inspection,"500 CANYON RIDGE DR, AUSTIN, TX 78753",500 CANYON RIDGE DR,AUSTIN,78753,78,30.405272528,-97.6718973773,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10239712,Tortilleria Rio Grande,2015-02-25,Routine Inspection,"900 E BRAKER LN, AUSTIN, TX 78753",900 E BRAKER LN,AUSTIN,78753,88,30.3768638825,-97.6733633335,NE Austin,Pass,B,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
10598822,Souper Salad,2015-02-24,Routine Inspection,"12901 N IH, AUSTIN, TX 78753",12901 N IH,AUSTIN,78753,94,30.4136762945,-97.6722559231,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2801310,Rodeo,2015-02-24,Routine Inspection,"9515 N LAMAR BLVD, AUSTIN, TX 78753",9515 N LAMAR BLVD,AUSTIN,78753,94,30.3644339787,-97.6946087351,NE Austin,Pass,A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11077210,Kublai Khan,2015-02-24,Routine Inspection,"12901 N IH, AUSTIN, TX 78753",12901 N IH,AUSTIN,78753,75,30.4136762945,-97.6722559231,NE Austin,Pass,C,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
